Gene,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
ENSG00000187607,0.2748135094596566,0.2747797774599658,0.1957291945929383,0.23019563242391916,0.2830461826138469,0.2549763413528342,0.19400797124177493,0.22927000684838555,0.21736972695222415,0.24525376168122967
ENSG00000187608,0.4207847531763393,0.4677030104834409,0.2570660810683404,0.3039875447985949,0.42201442933647876,0.36097132655416925,0.23199743280542232,0.2996104566703278,0.3132966066880146,0.40144048902834595
ENSG00000187634,0.24516036491921844,0.16078957534103094,0.11387328627502377,0.18839304749907151,0.12580095428929564,0.19095375696581968,0.3109553454137157,0.1462715188661742,0.2174817233252358,0.1044072645023313
ENSG00000187664,0.04441291516315008,0.031142445195293605,0.01334331943853894,0.028652343521382136,0.01823910155676047,0.028297648805559655,0.06488604399019701,0.014230700510528507,0.030596118205645395,0.01836040096935554
ENSG00000187672,0.02921526630467118,0.02707945566459616,0.034243899431646976,0.022728884841159272,0.017787163434556445,0.03596943770630592,0.03593266881911948,0.0240185848251698,0.03136556482271818,0.023712583782852854
ENSG00000187676,0.1405527850089935,0.14902991263365,0.0746482606413711,0.08476766752240969,0.12831896687654007,0.11761700680542667,0.0862981276112943,0.08194684007426176,0.09312906453898245,0.11721601870889767
ENSG00000187678,0.6589648367589156,0.825211977977557,0.18515907448557253,0.22688345412922914,0.5273150628134357,0.5273805385832838,0.24566263835413799,0.2532368151159095,0.40851330642218453,0.5816023972971032
ENSG00000187688,0.2900974899718655,0.27738042458661094,0.18330425789312993,0.2954117042467012,0.3627637372189109,0.3158923736610711,0.1752280077019086,0.2816768412430019,0.1374788767344212,0.33000652415426374
ENSG00000187720,0.09317595972405471,0.09792854794675318,0.09093759824706577,0.07817325770170072,0.08473747341925589,0.05167647988597565,0.04476101714540498,0.06109049637628625,0.1072851472642267,0.04785051017420692
ENSG00000187736,0.15176070607655356,0.1474211954853772,0.20836717515815556,0.2845793328331213,0.1947829392901509,0.20123195320122375,0.15652230158058406,0.2531349875442013,0.16418022225102055,0.24388800199921337
ENSG00000187790,0.035575160965917126,0.028298632533853958,0.03768071454704088,0.03732661541357066,0.034767358160940356,0.03748632859886509,0.036686761219600586,0.038572825862695684,0.03768414801392744,0.026837263915198622
ENSG00000187801,0.013226149443296295,0.010562050805708347,0.014818977864022965,0.01463330870021274,0.01876471520884484,0.012844574408930106,0.01380735474797625,0.015519122919635267,0.01145359767415652,0.012627228279953502
ENSG00000187837,0.17210329260977186,0.16456328639799614,0.19523131850333464,0.14702114289402082,0.18293624281509588,0.13884484562946703,0.18067328067604313,0.1399838332931525,0.16884739706488416,0.1526075299907819
ENSG00000187857,0.04733002755343388,0.061563926612016574,0.039453358131700415,0.025701278788720118,0.020381401245886745,0.056809221977124,0.05582742612922265,0.02505807615558386,0.03685875416489627,0.05476381613124699
ENSG00000187867,0.06695452611166118,0.06316433530154252,0.06575675135706693,0.041628175839479545,0.05948186848546307,0.01732299147495132,0.04234439299587125,0.025224247545054642,0.06961592519099166,0.026696984829114076
ENSG00000187889,0.08036166929585459,0.08737447251104491,0.11560950518166421,0.09027258651927242,0.07412016807109781,0.13155790280916166,0.12919368834180606,0.0875013715287308,0.08007353529657901,0.0927943936070689
ENSG00000187902,0.009376672897799643,0.005638085786188514,0.01769161829812541,0.013555113974968351,0.006185755809951231,0.019778544887619032,0.012765594129937266,0.01827418268942482,0.017172211032400107,0.007940874378552785
