NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000169432,0.015,0.034,0.03,0.001,0.001,0.0,0.0,0.009000000000000001,0.0,0.002,0.0,0.05,0.001,0.0
ENSG00000169439,0.0,0.07200000000000001,1.533,0.422,0.006999999999999999,0.002,0.003,0.119,0.0,0.004,0.0,0.069,0.001,0.44
ENSG00000169507,0.004,0.002,0.0,0.0,0.03,0.0,0.001,0.004,0.201,0.002,0.0,0.017,0.0,0.0
ENSG00000169519,0.835,0.13,0.209,0.28,0.154,0.466,0.435,0.348,0.18,0.14800000000000002,0.105,0.273,0.463,0.0
ENSG00000169554,2.72,0.17600000000000002,3.0810000000000004,2.527,0.498,0.5589999999999999,1.293,1.551,0.642,0.085,0.0,0.187,0.376,1.233
ENSG00000169583,5.773,0.077,0.099,0.015,0.066,0.147,0.5489999999999999,0.078,0.11,0.069,0.181,0.136,0.075,0.002
ENSG00000169604,0.006,0.014,1.257,0.014,0.001,0.0,0.001,0.003,0.0,0.0,0.0,0.017,0.0,0.006999999999999999
ENSG00000169692,0.199,0.365,0.3670000000000001,0.34600000000000003,0.168,0.14300000000000002,0.17800000000000002,0.307,0.165,0.079,0.0,0.7929999999999999,0.204,0.547
ENSG00000169715,0.153,0.782,2.196,0.86,0.17800000000000002,0.377,0.8220000000000001,0.276,0.057,0.499,0.173,2.35,0.892,0.335
ENSG00000169744,0.461,2.486,0.268,0.003,0.003,0.003,0.016,0.001,0.006,0.003,0.0,0.01,0.006,0.004
ENSG00000169851,0.0,0.058,2.0780000000000003,0.001,0.002,0.001,0.001,0.005,0.0,0.0,0.0,0.003,0.0,0.004
ENSG00000169876,0.005,0.011,0.006999999999999999,0.011,0.013,0.01,0.013,0.013,0.006,0.012,0.014,0.307,0.004,0.0
ENSG00000169903,0.0,0.0,0.0,0.004,0.0,0.002,0.002,0.006999999999999999,0.0,0.004,0.0,0.13,0.0,0.0
ENSG00000169908,0.008,10.43,3.612,0.033,0.017,0.021,0.02,0.027000000000000003,0.006,0.014,0.047,0.163,0.025,0.045
ENSG00000170160,0.092,0.14400000000000002,0.23,0.124,0.036000000000000004,0.083,0.118,0.103,0.091,0.093,0.129,0.157,0.132,0.037000000000000005
ENSG00000170231,0.353,0.334,0.483,0.6990000000000001,0.569,0.705,0.662,0.605,0.544,0.541,0.878,65.048,0.377,0.0
ENSG00000170323,0.006,1.736,0.564,0.011,0.001,0.002,0.003,0.03,0.002,0.002,0.0,0.111,0.002,0.052000000000000005
ENSG00000170385,0.126,0.163,0.142,0.153,0.08800000000000001,0.063,0.098,0.183,0.052000000000000005,0.051,0.09,0.069,0.102,0.0
ENSG00000170421,0.127,0.3720000000000001,0.581,0.201,0.115,0.166,0.153,0.179,0.126,0.212,0.14800000000000002,6.811,0.123,0.0
ENSG00000170442,0.561,0.0,0.005,0.003,0.002,0.006,0.017,0.0,0.0,0.002,0.0,0.205,0.006,0.001
ENSG00000170458,0.0,0.14400000000000002,0.25,2.262,0.003,0.002,0.006,0.13699999999999998,0.0,0.008,0.0,0.013,0.003,4.928
ENSG00000170476,0.321,0.297,0.619,0.388,0.5710000000000001,0.183,0.301,0.317,0.628,0.258,0.193,12.939,0.507,0.0
ENSG00000170624,0.0,0.006,0.889,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.006999999999999999,0.0,0.004
ENSG00000170745,0.0,0.046,0.382,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.001,0.002
ENSG00000170801,0.0,0.04,1.15,0.001,0.0,0.002,0.0,0.017,0.0,0.0,0.0,0.002,0.0,0.029
ENSG00000170955,0.012,2.594,2.67,0.045,0.004,0.008,0.006,0.06,0.004,0.006,0.0,0.162,0.02,0.071
ENSG00000170961,0.0,0.053,1.044,0.001,0.001,0.001,0.001,0.016,0.003,0.0,0.0,0.005,0.002,0.004
ENSG00000170962,0.269,0.42,0.217,0.002,0.003,0.001,0.033,0.001,0.018000000000000002,0.001,0.0,0.005,0.004,0.001
ENSG00000170989,0.051,2.704,0.01,0.013,0.042,0.034,0.022,0.066,0.128,0.103,0.104,0.01,0.027000000000000003,0.009000000000000001
ENSG00000171105,0.043,2.187,0.304,0.412,0.038,0.014,0.014,0.448,0.044,0.009000000000000001,0.024,0.197,0.014,0.099
ENSG00000171243,0.0,0.008,0.878,0.001,0.001,0.0,0.001,0.005,0.0,0.0,0.0,0.004,0.001,0.006
ENSG00000171345,0.108,0.068,0.129,0.073,0.07200000000000001,0.103,0.081,0.076,0.077,0.103,0.168,4.96,0.069,0.153
ENSG00000171408,0.021,0.218,0.4,0.022,0.033,0.027000000000000003,0.01,0.034,0.076,0.02,0.034,0.009000000000000001,0.05,0.003
ENSG00000171431,0.015,0.012,0.028,0.023,0.012,0.029,0.02,0.018000000000000002,0.017,0.037000000000000005,0.0,1.17,0.022,0.0
ENSG00000171476,4.927,0.105,0.237,0.066,0.635,1.113,2.466,0.373,0.412,0.195,0.094,0.217,0.146,0.023
ENSG00000171659,0.125,0.018000000000000002,0.011,0.8320000000000001,0.08800000000000001,0.269,0.3670000000000001,0.16699999999999998,0.012,0.018000000000000002,0.0,0.017,0.103,0.449
ENSG00000171747,0.08199999999999999,0.108,0.085,0.101,0.081,0.113,0.085,0.09,0.063,0.14800000000000002,0.165,6.1560000000000015,0.1,0.46
ENSG00000171848,0.113,0.038,0.049,0.033,0.002,0.004,0.006,0.078,0.0,0.006999999999999999,0.0,0.233,0.006999999999999999,0.805
ENSG00000172005,0.027000000000000003,0.004,0.008,0.012,0.021,0.29600000000000004,0.105,0.01,0.032,0.726,0.856,0.095,0.386,0.009000000000000001
ENSG00000172016,0.066,0.062,0.092,0.08800000000000001,0.085,0.07400000000000001,0.055,0.06,0.093,0.139,0.165,3.209,0.108,0.068
ENSG00000172023,0.02,0.011,0.038,0.03,0.016,0.022,0.012,0.015,0.02,0.018000000000000002,0.0,2.081,0.034,0.079
ENSG00000172037,0.024,0.6629999999999999,0.569,0.025,0.004,0.002,0.002,0.006,0.0,0.002,0.0,0.053,0.003,0.031
ENSG00000172116,0.079,0.055,0.034,0.049,0.042,0.117,3.381,0.026,0.056,0.447,3.361,0.061,0.124,0.0
ENSG00000172156,0.0,0.006,13.068,0.016,0.004,0.005,0.006,0.003,0.0,0.012,0.0,0.004,0.006999999999999999,0.042
ENSG00000172215,0.166,0.014,0.018000000000000002,0.043,0.02,0.6809999999999999,0.535,0.028,0.035,0.036000000000000004,0.0,0.04,0.83,0.006
ENSG00000172216,1.023,0.5660000000000001,2.639,5.019,0.212,0.8109999999999999,0.851,2.992,0.172,0.355,0.234,0.406,0.314,3.033
ENSG00000172236,0.037000000000000005,0.011,0.031,0.026,0.024,0.008,0.014,0.045,0.008,0.011,0.018000000000000002,1.154,0.006999999999999999,0.25
ENSG00000172243,0.02,0.236,0.018000000000000002,2.817,0.003,0.053,0.016,1.378,0.01,0.018000000000000002,0.009000000000000001,0.025,0.44,1.951
ENSG00000172260,0.014,0.008,0.672,0.018000000000000002,0.009000000000000001,0.008,0.011,0.031,0.004,0.009000000000000001,0.029,0.029,0.009000000000000001,0.013
ENSG00000172403,0.003,0.056,1.606,0.032,0.006999999999999999,0.008,0.008,0.182,0.003,0.011,0.009000000000000001,0.054000000000000006,0.006,0.01
ENSG00000172543,3.987,0.028,0.05,0.049,0.045,0.136,1.325,0.036000000000000004,0.034,0.203,0.789,0.18600000000000005,0.044,0.012
ENSG00000172551,0.006999999999999999,0.0,0.002,0.429,0.001,0.002,0.0,0.018000000000000002,0.0,0.002,0.0,0.0,0.001,0.0
ENSG00000172575,0.293,0.031,0.019,0.076,0.181,0.442,0.474,0.043,0.115,0.3670000000000001,0.366,0.057,0.965,0.014
ENSG00000172602,0.067,1.081,0.025,0.039,0.051,0.043,0.044,0.054000000000000006,0.02,0.026,0.047,0.064,0.035,0.034
ENSG00000172638,0.016,0.24,1.735,0.014,0.005,0.006,0.005,0.011,0.005,0.003,0.0,0.033,0.0,0.027000000000000003
ENSG00000172724,0.044,0.022,1.7080000000000002,0.198,0.014,0.004,0.002,5.546,0.019,0.011,0.0,0.028,0.012,0.139
ENSG00000172752,0.006999999999999999,0.003,0.654,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0
ENSG00000172831,0.077,0.132,0.181,0.085,0.043,0.07400000000000001,0.073,0.083,0.054000000000000006,0.052000000000000005,0.071,1.159,0.062,0.158
ENSG00000172889,0.013,5.7010000000000005,0.058,0.022,0.006,0.015,0.018000000000000002,0.01,0.014,0.035,0.041,0.022,0.014,0.04
ENSG00000172965,0.266,0.753,0.731,0.677,0.06,0.295,0.322,0.889,0.048,0.065,0.0,0.509,2.533,2.262
ENSG00000173110,0.355,0.294,1.611,0.596,0.302,0.279,0.422,0.569,0.177,0.395,0.039,0.412,0.206,0.287
ENSG00000173114,0.013,0.008,0.018000000000000002,0.006,0.005,0.161,0.107,0.003,0.001,0.094,0.268,0.009000000000000001,0.04,0.0
ENSG00000173237,0.005,0.0,0.001,0.006,0.003,0.005,0.003,0.011,0.006,0.002,0.0,0.4970000000000001,0.001,0.0
ENSG00000173262,0.011,0.057,0.011,0.011,0.013,0.023,0.047,0.021,0.009000000000000001,0.029,0.0,0.002,0.009000000000000001,0.0
ENSG00000173267,0.0,1.58,0.044,0.002,0.002,0.002,0.002,0.01,0.001,0.003,0.013,0.025,0.003,0.005
ENSG00000173269,0.017,1.801,0.016,0.002,0.002,0.001,0.001,0.002,0.002,0.003,0.0,0.001,0.006,0.006999999999999999
ENSG00000173369,0.033,0.063,0.068,17.747,0.016,0.024,0.042,1.389,0.012,0.018000000000000002,0.029,0.023,0.041,19.06
ENSG00000173372,0.02,0.085,0.113,27.25,0.026,0.04,0.063,2.603,0.029,0.034,0.051,0.033,0.054000000000000006,20.053
ENSG00000173391,0.0,0.008,0.01,0.736,0.002,0.004,0.0,0.206,0.001,0.0,0.0,0.002,0.006,0.831
ENSG00000173432,0.0,0.0,0.376,0.004,0.001,0.001,0.0,0.01,0.0,0.002,0.0,0.102,0.0,0.016
ENSG00000173451,0.58,0.116,0.17800000000000002,0.448,0.114,0.209,0.246,0.227,0.14300000000000002,0.127,0.054000000000000006,0.134,0.181,0.413
ENSG00000173467,0.021,0.016,0.01,0.027000000000000003,0.018000000000000002,0.03,0.024,0.016,0.011,0.041,0.037000000000000005,1.415,0.019,0.078
ENSG00000173702,0.011,0.011,0.006,0.006999999999999999,0.005,0.01,0.004,0.005,0.006999999999999999,0.017,0.008,0.442,0.012,0.023
ENSG00000173706,0.262,2.015,0.429,0.021,0.034,0.07,0.066,0.011,0.031,0.031,0.042,0.025,0.059,0.038
ENSG00000173917,0.215,0.599,0.457,0.09,0.034,0.375,0.265,0.069,0.057,0.233,0.111,0.104,0.64,0.101
ENSG00000174059,0.039,2.5860000000000003,0.07400000000000001,0.008,0.002,0.008,0.006999999999999999,0.005,0.0,0.001,0.0,0.003,0.012,0.003
ENSG00000174175,0.005,0.86,0.003,0.001,0.003,0.002,0.001,0.002,0.003,0.008,0.01,0.001,0.014,0.0
ENSG00000174236,0.0,0.024,0.016,0.002,0.001,0.0,0.002,0.001,0.0,0.006,0.0,0.104,0.0,0.008
ENSG00000174255,0.04,0.0,0.005,0.003,0.004,0.022,0.06,0.001,0.001,0.026,0.0,0.003,0.084,0.0
ENSG00000174307,0.008,0.209,0.35,0.016,0.006999999999999999,0.016,0.013,0.031,0.001,0.003,0.0,0.041,0.026,0.009000000000000001
ENSG00000174358,0.0,0.0,0.001,0.001,0.001,0.004,0.001,0.005,0.004,0.004,0.011,0.14300000000000002,0.003,0.0
ENSG00000174640,0.008,1.791,0.006999999999999999,0.005,0.001,0.001,0.001,0.005,0.004,0.0,0.009000000000000001,0.009000000000000001,0.003,0.001
ENSG00000174946,0.826,0.18600000000000005,0.131,0.384,0.159,6.218,5.669,0.459,0.313,2.121,0.6629999999999999,0.2,1.2990000000000002,0.014
ENSG00000174992,0.004,0.002,0.009000000000000001,0.015,0.011,0.015,0.013,0.01,0.006,0.015,0.022,1.711,0.005,0.12
ENSG00000175063,0.24,0.059,0.109,0.044,0.005,0.004,0.018000000000000002,0.272,0.005,0.006,0.0,0.28800000000000003,0.014,1.234
ENSG00000175084,0.0,0.004,0.883,0.004,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.006,0.0,0.004
ENSG00000175130,0.314,3.165,1.462,0.7440000000000001,1.1840000000000002,0.363,0.472,4.283,1.845,0.477,0.425,0.645,0.254,0.0
ENSG00000175183,0.006999999999999999,0.7090000000000001,0.297,0.012,0.01,0.003,0.002,0.028,0.005,0.002,0.0,0.108,0.004,0.019
ENSG00000175745,0.0,0.639,0.959,0.0,0.0,0.003,0.001,0.001,0.0,0.0,0.0,0.013,0.003,0.0
ENSG00000175785,0.0,0.0,0.073,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0
ENSG00000175793,0.01,0.008,0.006999999999999999,0.005,0.005,0.01,0.01,0.013,0.0,0.008,0.015,0.505,0.003,0.034
ENSG00000175899,0.041,11.272,12.192,0.706,0.019,0.035,0.042,0.14300000000000002,0.016,0.022,0.021,0.142,0.022,0.804
ENSG00000175906,0.044,0.099,0.444,0.009000000000000001,0.06,0.028,0.046,0.025,0.054000000000000006,0.028,0.035,0.014,0.022,0.034
ENSG00000176046,0.006999999999999999,0.6970000000000001,3.753,0.18,0.011,0.015,0.018000000000000002,0.018000000000000002,0.014,0.006,0.0,0.177,0.022,0.0
ENSG00000176083,0.081,0.008,0.005,0.002,0.006,0.004,0.197,0.002,0.009000000000000001,0.012,0.027000000000000003,0.006999999999999999,0.011,0.001
ENSG00000176153,0.038,0.027000000000000003,0.014,0.024,0.02,0.025,0.019,0.022,0.006999999999999999,0.026,0.049,0.765,0.029,0.17600000000000002
ENSG00000176435,0.006,3.922,0.8170000000000001,0.002,0.001,0.003,0.004,0.01,0.002,0.005,0.0,0.003,0.003,0.001
ENSG00000176788,0.066,0.048,0.85,1.28,0.83,0.009000000000000001,0.013,2.272,0.579,0.009000000000000001,0.0,0.212,0.039,0.0
ENSG00000176890,0.292,0.059,0.079,0.031,0.012,0.009000000000000001,0.017,0.211,0.012,0.011,0.0,0.241,0.026,0.966
ENSG00000176907,0.025,4.669,4.604,0.037000000000000005,0.019,0.035,0.028,0.023,0.015,0.035,0.015,0.882,0.022,0.031
ENSG00000176919,0.0,0.006999999999999999,0.003,0.0,0.001,0.001,0.002,0.0,0.003,0.002,0.0,0.064,0.001,0.0
ENSG00000176971,0.0,0.001,0.61,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.001,0.002
ENSG00000177455,0.017,0.003,0.019,0.011,0.8759999999999999,0.003,0.004,0.016,0.965,0.005,0.0,0.048,0.008,0.018000000000000002
ENSG00000177469,0.005,5.155,1.7280000000000002,0.006999999999999999,0.006999999999999999,0.013,0.009000000000000001,0.006999999999999999,0.006,0.011,0.023,0.112,0.009000000000000001,0.024
ENSG00000177494,0.0,0.0,0.003,0.004,0.042,0.019,0.02,0.004,0.013,0.001,0.0,0.005,0.028,0.0
ENSG00000177575,0.0,0.015,0.011,2.271,0.006999999999999999,0.003,0.009000000000000001,0.34,0.003,0.005,0.0,0.004,0.014,0.53
ENSG00000177675,0.0,0.025,0.008,0.378,0.001,0.001,0.002,0.01,0.002,0.001,0.0,0.005,0.001,0.235
ENSG00000178184,0.031,0.385,0.094,0.013,0.006,0.03,0.065,0.014,0.003,0.009000000000000001,0.0,0.011,0.076,0.0
ENSG00000178381,0.26,0.274,0.381,0.479,0.303,0.193,0.275,0.386,0.226,0.22,0.14,0.4,0.277,0.383
ENSG00000178562,0.03,0.023,0.012,0.043,0.036000000000000004,0.8340000000000001,0.384,0.027000000000000003,0.078,0.639,0.452,0.043,1.284,0.024
ENSG00000178695,0.006,1.93,0.918,1.811,0.028,0.009000000000000001,0.013,0.797,0.015,0.017,0.024,0.078,0.012,1.656
ENSG00000178726,0.005,1.774,0.6559999999999999,0.47,0.001,0.003,0.005,0.338,0.002,0.005,0.025,0.018000000000000002,0.005,0.7809999999999999
ENSG00000178878,0.053,3.427,0.02,0.032,0.045,0.07400000000000001,0.079,0.023,0.059,0.063,0.037000000000000005,0.065,0.146,0.0
ENSG00000179029,0.306,0.299,0.15,0.513,0.102,0.158,0.277,0.396,0.08199999999999999,0.13699999999999998,0.064,0.392,0.103,0.0
ENSG00000179344,0.494,1.5759999999999998,0.189,16.037,9.045,0.15,0.417,22.724,10.399,0.132,0.125,0.292,0.382,0.0
ENSG00000179348,0.003,0.34,0.003,0.004,0.003,0.002,0.002,0.006,0.001,0.001,0.0,0.033,0.002,0.001
ENSG00000179403,0.0,1.607,0.15,0.0,0.001,0.004,0.003,0.004,0.0,0.003,0.0,0.022,0.005,0.023
ENSG00000179639,0.006,0.01,0.008,1.6969999999999998,0.006,0.006999999999999999,0.011,4.162,0.0,0.003,0.018000000000000002,0.023,0.006,1.256
ENSG00000179674,0.0,0.011,0.006999999999999999,0.019,0.046,0.009000000000000001,0.008,0.006999999999999999,0.006999999999999999,0.014,0.0,0.39,0.015,0.008
ENSG00000179776,0.005,2.653,0.005,0.002,0.001,0.003,0.003,0.002,0.002,0.006,0.009000000000000001,0.002,0.004,0.0
ENSG00000179914,0.012,0.008,0.011,0.016,0.008,0.013,0.011,0.01,0.017,0.013,0.049,1.247,0.015,0.4
ENSG00000179915,0.002,0.004,0.0,0.003,0.0,0.001,0.003,0.001,0.0,0.0,0.0,0.233,0.0,0.0
ENSG00000180447,0.0,0.034,0.883,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.002,0.0,0.006999999999999999
ENSG00000180479,0.276,0.04,0.025,0.015,0.032,0.031,0.056,0.019,0.05,0.031,0.064,0.023,0.023,0.0
ENSG00000180644,3.828,0.014,0.027000000000000003,0.026,0.019,0.198,1.038,0.027000000000000003,0.037000000000000005,0.066,0.125,0.045,0.192,0.018000000000000002
ENSG00000180730,0.0,0.067,0.359,0.002,0.0,0.012,0.004,0.001,0.002,0.009000000000000001,0.009000000000000001,0.002,0.0,0.0
ENSG00000180739,0.358,0.002,0.003,0.004,0.001,0.006,0.091,0.003,0.004,0.0,0.0,0.004,0.002,0.0
ENSG00000181036,0.373,0.005,0.001,0.002,0.0,0.005,0.094,0.017,0.004,0.006,0.0,0.002,0.0,0.003
ENSG00000181104,0.14,0.551,1.6740000000000002,0.036000000000000004,0.052000000000000005,0.212,0.326,0.019,0.016,0.035,0.015,0.128,0.087,0.018000000000000002
ENSG00000181374,0.004,0.006999999999999999,8.533,0.123,0.002,0.006,0.008,0.006,0.0,0.0,0.005,0.006,0.006,0.094
ENSG00000181449,0.0,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0
ENSG00000181649,0.016,0.098,0.6809999999999999,0.746,0.029,0.061,0.055,0.547,0.035,0.061,0.011,0.984,0.109,0.0
ENSG00000181847,0.5710000000000001,0.016,0.023,0.04,0.056,0.359,0.639,0.027000000000000003,0.075,0.28800000000000003,0.012,0.043,2.792,0.004
ENSG00000181885,0.017,0.039,0.011,0.071,0.016,0.028,0.024,0.053,0.025,0.022,0.042,1.074,0.015,0.165
ENSG00000182010,0.033,0.009000000000000001,0.021,0.023,0.013,0.052000000000000005,0.086,0.014,0.031,0.14300000000000002,0.034,0.059,1.254,0.008
ENSG00000182263,0.0,0.003,0.569,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.04,0.0,0.0
ENSG00000182271,0.0,0.0,0.001,0.003,0.001,0.002,0.003,0.0,0.0,0.0,0.0,0.15,0.001,0.0
ENSG00000182326,0.003,0.204,14.877,0.048,0.011,0.012,0.014,0.025,0.011,0.011,0.009000000000000001,0.127,0.008,0.0
ENSG00000182333,0.001,0.009000000000000001,0.006999999999999999,0.003,0.002,0.003,0.001,0.005,0.0,0.002,0.0,0.07400000000000001,0.006,0.0
ENSG00000182372,0.255,0.503,0.238,0.949,0.619,0.16,0.16399999999999998,1.36,0.6659999999999999,0.223,0.146,0.14800000000000002,0.258,0.0
ENSG00000182463,0.021,1.395,0.986,0.018000000000000002,0.062,0.16399999999999998,0.028,0.015,0.055,0.6809999999999999,0.127,0.029,0.196,0.003
ENSG00000182492,0.0,0.442,5.407,0.012,0.004,0.002,0.003,0.0,0.005,0.004,0.0,0.14800000000000002,0.003,0.0
ENSG00000182667,0.004,0.006,0.147,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.055,0.0,0.001
ENSG00000182752,0.0,0.0,0.565,0.001,0.0,0.001,0.002,0.001,0.0,0.001,0.0,0.032,0.008,0.004
ENSG00000182809,0.051,8.532,1.243,0.021,0.068,0.031,0.037000000000000005,0.015,0.019,0.08199999999999999,0.054000000000000006,0.114,0.032,0.0
ENSG00000182853,0.003,0.041,0.134,1.209,0.006999999999999999,0.003,0.006,1.225,0.0,0.005,0.0,0.006,0.006999999999999999,0.5489999999999999
ENSG00000182871,0.067,1.07,2.4290000000000003,0.029,0.027000000000000003,0.08900000000000001,0.135,0.038,0.011,0.101,0.108,0.175,0.041,0.028
ENSG00000182885,0.848,0.239,0.0,0.001,0.0,0.001,0.003,0.0,0.002,0.001,0.0,0.015,0.001,0.0
ENSG00000182985,0.006999999999999999,0.085,0.546,0.03,0.01,0.009000000000000001,0.023,0.221,0.006999999999999999,0.006,0.0,0.239,0.204,0.0
ENSG00000183098,0.004,0.011,1.11,0.002,0.002,0.0,0.002,0.0,0.0,0.001,0.021,0.011,0.0,0.006999999999999999
ENSG00000183160,0.0,0.0,1.021,0.003,0.001,0.002,0.005,0.002,0.002,0.002,0.0,0.004,0.0,0.009000000000000001
ENSG00000183395,0.004,0.023,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.005,0.0,0.008,0.179,0.0
ENSG00000183542,0.245,0.003,0.006999999999999999,0.0,0.005,0.006999999999999999,0.214,0.002,0.006999999999999999,0.023,0.066,0.004,0.005,0.0
ENSG00000183615,0.004,2.645,0.016,0.001,0.006,0.008,0.011,0.002,0.009000000000000001,0.008,0.01,0.006,0.028,0.006
ENSG00000183722,0.002,0.6729999999999999,0.774,0.085,0.003,0.005,0.004,0.081,0.003,0.001,0.0,0.08,0.01,0.037000000000000005
ENSG00000183807,0.0,0.133,0.006999999999999999,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.033,0.0,0.003
ENSG00000184113,0.008,17.607,0.022,0.021,0.017,0.025,0.029,0.021,0.006999999999999999,0.076,0.053,0.01,0.026,0.029
ENSG00000184226,0.071,0.086,0.095,0.016,0.048,0.008,0.011,0.01,0.38,0.021,0.027000000000000003,0.211,0.01,0.0
ENSG00000184254,0.0,0.015,2.8960000000000004,0.004,0.001,0.003,0.004,0.001,0.0,0.0,0.0,0.005,0.0,0.004
ENSG00000184293,0.052000000000000005,0.017,0.015,0.214,1.763,0.2,0.226,0.331,0.14800000000000002,0.061,0.014,0.187,0.05,0.155
ENSG00000184347,0.005,0.023,0.635,0.002,0.002,0.002,0.001,0.0,0.003,0.003,0.0,0.02,0.0,0.0
ENSG00000184349,0.06,0.354,0.067,0.005,0.0,0.008,0.004,0.001,0.0,0.0,0.0,0.006999999999999999,0.003,0.0
ENSG00000184371,0.011,0.151,0.726,0.008,0.014,0.039,0.017,0.006,0.0,0.006,0.0,0.026,0.078,0.008
ENSG00000184497,0.0,1.048,0.013,0.059,0.011,0.001,0.002,0.017,0.008,0.0,0.0,0.006,0.006,0.097
ENSG00000184564,0.0,0.003,0.51,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.026,0.0,0.005
ENSG00000184956,0.008,0.008,0.01,0.006999999999999999,0.006,0.004,0.006999999999999999,0.006,0.005,0.003,0.0,0.149,0.009000000000000001,0.0
ENSG00000185000,0.036000000000000004,0.224,0.068,0.115,0.038,0.054000000000000006,0.037000000000000005,0.121,0.032,0.025,0.059,0.404,0.057,0.0
ENSG00000185046,0.024,0.009000000000000001,0.03,0.012,0.013,0.03,0.023,0.013,0.022,0.014,0.0,0.006,0.198,0.0
ENSG00000185112,0.211,0.69,0.075,0.083,0.078,0.055,0.069,0.161,0.112,0.021,0.031,0.033,0.14,0.102
ENSG00000185215,0.013,0.305,0.485,1.044,0.013,0.005,0.005,1.154,0.002,0.01,0.0,0.04,0.006999999999999999,1.161
ENSG00000185222,0.009000000000000001,1.605,2.776,0.16,0.016,0.005,0.013,0.039,0.016,0.013,0.031,0.22,0.006,0.0
ENSG00000185532,0.0,0.035,0.774,0.006999999999999999,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.029,0.0,0.0
ENSG00000185551,0.0,1.7280000000000002,0.8009999999999999,0.001,0.0,0.005,0.005,0.002,0.0,0.001,0.0,0.1,0.002,0.009000000000000001
ENSG00000185565,0.0,0.003,0.395,0.002,0.009000000000000001,0.001,0.001,0.0,0.005,0.0,0.0,0.008,0.0,0.003
ENSG00000185585,0.005,0.333,0.14400000000000002,0.005,0.002,0.002,0.003,0.004,0.006,0.0,0.0,0.036000000000000004,0.001,0.009000000000000001
ENSG00000185633,0.0,0.468,0.425,0.006,0.004,0.003,0.009000000000000001,0.008,0.008,0.001,0.01,0.195,0.005,0.002
ENSG00000185652,0.002,0.029,0.401,0.0,0.0,0.002,0.001,0.0,0.0,0.001,0.0,0.016,0.0,0.0
ENSG00000185697,0.499,0.013,0.028,0.029,0.026,0.472,0.623,0.051,0.042,0.08199999999999999,0.0,0.02,0.086,0.032
ENSG00000185745,0.006999999999999999,0.308,0.234,0.052000000000000005,0.014,0.012,0.014,0.01,0.031,0.014,0.0,0.052000000000000005,0.012,0.103
ENSG00000185920,0.002,0.104,1.896,0.01,0.011,0.04,0.054000000000000006,0.006,0.01,0.019,0.035,0.024,0.014,0.003
ENSG00000185947,0.438,0.196,0.13,0.67,0.214,0.478,0.425,0.56,0.17600000000000002,0.14800000000000002,0.174,0.086,0.348,0.481
ENSG00000186198,0.0,0.08,0.004,0.002,0.004,0.002,0.003,0.001,0.006999999999999999,0.0,0.0,0.301,0.0,0.001
ENSG00000186340,0.0,0.0,0.82,0.002,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.006999999999999999,0.0,0.002
ENSG00000186407,0.0,0.0,0.01,0.244,0.004,0.001,0.0,0.037000000000000005,0.0,0.0,0.0,0.001,0.003,0.6659999999999999
ENSG00000186684,0.013,0.013,0.06,0.006999999999999999,0.015,0.012,0.012,0.015,0.018000000000000002,0.008,0.018000000000000002,0.019,0.02,0.0
ENSG00000186810,0.184,0.013,0.014,0.033,0.066,0.154,0.34,0.116,0.027000000000000003,0.066,0.058,0.081,0.339,0.005
ENSG00000186827,0.563,1.288,0.115,0.321,0.064,0.675,0.114,0.247,0.08199999999999999,0.302,0.048,0.4270000000000001,5.1960000000000015,0.208
ENSG00000186891,1.513,0.071,0.069,0.265,0.065,0.402,0.16399999999999998,0.193,0.07200000000000001,0.116,0.006999999999999999,0.596,3.21,0.125
ENSG00000186998,0.01,0.05,0.463,0.0,0.001,0.001,0.003,0.003,0.002,0.0,0.0,0.006999999999999999,0.001,0.004
ENSG00000187116,0.01,0.0,0.006999999999999999,0.6559999999999999,0.005,0.006,0.01,0.366,0.0,0.001,0.0,0.008,0.008,0.0
ENSG00000187118,27.532,0.449,0.37,0.33,0.153,0.33,1.3159999999999998,0.287,0.201,0.21600000000000005,0.153,0.292,0.305,0.237
