NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000229056,0.055,0.047,0.04,0.041,0.022,1.247,0.435,0.017,0.042,0.191,0.128,0.037000000000000005,0.125,0.0
ENSG00000229719,0.006,0.003,0.001,0.01,0.006999999999999999,0.008,0.009000000000000001,0.022,0.001,0.01,0.01,0.136,0.006999999999999999,0.0
ENSG00000230709,0.017,0.013,0.005,0.004,0.386,0.009000000000000001,0.004,0.008,0.018000000000000002,0.009000000000000001,0.0,0.28300000000000003,0.019,0.0
ENSG00000230923,0.045,0.013,0.003,0.042,0.015,0.07,0.034,0.029,0.009000000000000001,0.021,0.0,0.231,0.079,0.037000000000000005
ENSG00000231106,0.0,0.031,0.271,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.022,0.0,0.0
ENSG00000231389,1.231,6.098,0.762,62.981,18.901,0.536,1.284,61.81800000000001,21.238000000000003,0.381,0.426,1.124,1.274,0.0
ENSG00000231475,0.006999999999999999,0.006999999999999999,0.005,0.005,0.004,0.004,0.003,0.002,0.014,0.001,0.0,0.038,0.002,0.0
ENSG00000231621,0.067,0.006999999999999999,0.005,0.013,0.025,0.315,0.236,0.011,0.04,0.287,0.294,0.018000000000000002,0.112,0.0
ENSG00000232629,0.068,0.129,0.006,1.337,1.003,0.015,0.05,2.023,0.992,0.015,0.0,0.026,0.036000000000000004,0.618
ENSG00000232810,0.065,0.037000000000000005,0.032,1.523,0.173,0.861,0.848,0.333,0.122,0.208,0.033,0.062,0.181,0.611
ENSG00000233041,0.156,0.191,0.181,0.378,0.26,0.321,0.302,0.274,0.254,0.364,0.239,20.502,0.215,0.0
ENSG00000233355,0.194,0.029,0.01,0.04,0.016,0.621,0.278,0.021,0.023,0.531,0.361,0.051,0.597,0.005
ENSG00000233608,0.004,0.004,0.7659999999999999,0.003,0.0,0.0,0.001,0.001,0.003,0.0,0.0,0.003,0.0,0.0
ENSG00000234184,0.038,0.015,0.033,0.022,4.2410000000000005,0.009000000000000001,0.01,0.021,0.438,0.026,0.01,0.16,0.022,0.0
ENSG00000234883,0.269,0.054000000000000006,0.043,0.755,0.458,0.59,0.301,0.589,0.304,0.12,0.022,0.19,0.61,0.0
ENSG00000235304,0.004,0.0,0.002,0.002,0.001,0.057,0.005,0.005,0.006,0.052000000000000005,0.0,0.002,0.16,0.0
ENSG00000235527,0.209,0.021,0.023,0.033,0.018000000000000002,0.135,0.138,0.034,0.022,0.042,0.027000000000000003,0.041,0.069,0.0
ENSG00000235532,0.012,0.002,0.001,0.004,0.009000000000000001,0.155,0.14300000000000002,0.008,0.017,0.263,0.129,0.004,0.075,0.0
ENSG00000236334,0.044,0.011,0.017,0.008,0.012,0.02,0.037000000000000005,0.003,0.015,0.014,0.027000000000000003,0.004,0.012,0.0
ENSG00000236481,0.005,0.001,0.006,0.02,0.002,0.015,0.041,0.01,0.011,0.004,0.0,0.01,0.472,0.0
ENSG00000236790,0.052000000000000005,0.001,0.0,0.01,0.001,0.019,0.01,0.011,0.0,0.003,0.0,0.171,0.033,0.0
ENSG00000237125,0.008,0.015,0.071,0.012,0.011,0.012,0.012,0.011,0.011,0.009000000000000001,0.012,0.05,0.017,0.0
ENSG00000237187,0.0,0.145,0.34,0.003,0.0,0.001,0.0,0.003,0.002,0.0,0.0,0.006999999999999999,0.0,0.005
ENSG00000237499,0.3720000000000001,0.116,0.085,0.193,0.056,0.6459999999999999,0.7440000000000001,0.343,0.116,0.444,0.4970000000000001,0.098,0.484,0.0
ENSG00000237541,0.054000000000000006,0.16,0.023,2.574,1.141,0.01,0.031,2.847,1.175,0.011,0.0,0.066,0.024,0.0
ENSG00000237643,0.0,0.006999999999999999,0.003,0.002,0.002,0.004,0.005,0.003,0.0,0.003,0.0,0.096,0.039,0.0
ENSG00000239855,0.006,0.012,0.011,0.014,0.005,0.002,0.002,0.003,0.006999999999999999,0.005,0.0,0.136,0.008,0.0
ENSG00000239951,0.031,0.035,0.048,0.032,0.032,0.017,0.019,0.019,0.014,0.022,0.0,0.279,0.027000000000000003,0.0
ENSG00000240350,0.0,0.03,0.114,0.039,0.0,0.011,0.004,0.031,0.003,0.006999999999999999,0.0,0.011,0.509,0.0
ENSG00000240498,0.006,0.009000000000000001,0.001,0.003,0.004,0.008,0.006999999999999999,0.003,0.008,0.0,0.0,0.348,0.003,0.001
ENSG00000240505,0.022,0.016,0.02,0.016,1.616,0.008,0.006999999999999999,0.005,0.085,0.006,0.006999999999999999,0.279,0.222,0.0
ENSG00000240583,0.006999999999999999,2.387,0.024,0.002,0.005,0.004,0.006999999999999999,0.008,0.008,0.008,0.0,0.068,0.006999999999999999,0.017
ENSG00000240864,0.002,0.01,0.009000000000000001,0.005,0.004,0.002,0.003,0.005,0.001,0.001,0.0,0.067,0.006,0.0
ENSG00000241224,0.012,0.005,0.0,0.006,0.004,0.005,0.002,0.017,0.005,0.003,0.0,0.369,0.001,0.0
ENSG00000241351,0.006,0.018000000000000002,0.033,0.011,0.015,0.008,0.011,0.013,0.034,0.008,0.0,0.246,0.013,0.0
ENSG00000241490,0.359,0.025,0.006999999999999999,0.006999999999999999,0.093,0.177,0.16,0.006,0.079,0.142,0.097,0.009000000000000001,0.217,0.0
ENSG00000241755,0.0,0.01,0.002,0.006,0.006,0.004,0.002,0.003,0.005,0.008,0.0,0.096,0.006,0.0
ENSG00000242258,1.605,0.021,0.011,0.561,0.21,0.029,0.027000000000000003,0.041,0.015,0.008,0.0,0.085,0.028,0.0
ENSG00000242534,0.0,0.0,0.001,0.0,0.004,0.001,0.001,0.001,0.006999999999999999,0.002,0.0,0.106,0.0,0.0
ENSG00000243238,0.003,0.01,0.011,0.009000000000000001,0.012,0.003,0.004,0.011,0.008,0.005,0.0,0.122,0.006999999999999999,0.0
ENSG00000243290,0.039,0.033,0.15,0.09,0.09,0.014,0.014,0.031,0.108,0.03,0.016,3.232,0.053,0.0
ENSG00000243466,0.04,0.045,0.07200000000000001,0.051,0.044,0.02,0.021,0.042,0.071,0.025,0.0,0.909,0.035,0.0
ENSG00000243709,0.0,0.002,0.022,0.005,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.07400000000000001,0.0,0.085
ENSG00000243955,0.036000000000000004,0.023,0.048,0.041,0.026,0.025,0.027000000000000003,0.034,0.017,0.025,0.012,2.204,0.022,0.0
ENSG00000244020,0.0,0.002,0.003,0.247,0.001,0.002,0.003,0.0,0.002,0.004,0.0,0.02,0.006,0.0
ENSG00000244067,0.0,0.003,0.0,0.012,0.002,0.004,0.005,0.001,0.005,0.006,0.028,0.257,0.001,0.0
ENSG00000244437,0.006999999999999999,0.049,0.049,0.049,0.037000000000000005,0.01,0.019,0.038,0.032,0.011,0.0,0.632,0.024,0.0
ENSG00000244575,0.01,0.001,0.006999999999999999,0.001,0.009000000000000001,0.002,0.002,0.004,0.005,0.004,0.0,0.064,0.001,0.0
ENSG00000244734,0.006999999999999999,0.056,0.063,0.036000000000000004,0.579,0.693,0.32299999999999995,1.558,0.018000000000000002,0.8420000000000001,0.0,0.19,0.105,0.042
ENSG00000245105,0.2,0.021,0.029,0.026,0.006,0.111,0.145,0.006,0.011,0.076,0.03,0.01,0.03,0.014
ENSG00000245164,0.517,0.02,0.019,0.022,0.022,0.373,0.312,0.014,0.03,0.621,0.948,0.022,0.602,0.011
ENSG00000245532,6.987,26.196,15.044,20.791,4.1960000000000015,4.347,5.117,19.489,2.654,3.469,1.925,10.604,7.966,0.0
ENSG00000245888,0.06,0.005,0.025,0.051,0.025,0.025,0.039,0.042,0.086,0.018000000000000002,0.07,0.015,0.022,0.0
ENSG00000245954,0.053,0.023,0.005,0.005,0.01,0.139,0.111,0.005,0.018000000000000002,0.23,0.319,0.008,0.042,0.0
ENSG00000247287,0.195,0.542,0.009000000000000001,0.022,0.017,0.25,0.329,0.02,0.023,0.264,0.32,0.034,0.257,0.0
ENSG00000247982,0.035,0.038,0.1,0.024,1.706,0.006999999999999999,0.01,0.01,3.2880000000000003,0.015,0.012,0.047,0.017,0.018000000000000002
ENSG00000248144,0.013,0.023,0.07400000000000001,0.011,0.004,0.01,0.006,0.006,0.006,0.006,0.032,0.517,0.002,0.0
ENSG00000249669,0.031,0.053,0.753,0.013,0.006999999999999999,0.006999999999999999,0.011,0.006,0.012,0.008,0.0,0.039,0.006999999999999999,0.003
ENSG00000249751,0.008,3.831,0.005,0.009000000000000001,0.003,0.008,0.006999999999999999,0.01,0.002,0.001,0.0,0.004,0.014,0.012
ENSG00000250722,0.034,2.684,4.773,10.39,0.038,0.053,0.064,0.227,0.041,0.055,0.025,1.879,0.036000000000000004,8.602
ENSG00000251230,0.0,0.004,0.001,0.35100000000000003,0.014,0.0,0.001,0.06,0.005,0.0,0.0,0.001,0.0,0.0
ENSG00000251546,0.0,0.003,0.002,0.001,0.004,0.001,0.001,0.0,0.002,0.0,0.0,0.059,0.001,0.0
ENSG00000253522,0.002,0.009000000000000001,0.002,0.129,0.006,0.02,0.016,0.013,0.005,0.009000000000000001,0.0,0.01,0.11,0.0
ENSG00000253701,0.067,0.058,0.159,0.073,3.267,0.029,0.053,0.044,0.15,0.032,0.053,2.456,0.048,0.0
ENSG00000253755,0.1,0.17600000000000002,0.945,0.61,0.469,0.076,0.121,0.416,0.102,0.16,0.087,17.024,0.182,0.0
ENSG00000253818,0.0,0.005,0.003,0.009000000000000001,0.003,0.001,0.003,0.006,0.003,0.0,0.0,0.106,0.003,0.0
ENSG00000254029,0.004,0.004,0.0,0.003,0.001,0.001,0.0,0.002,0.011,0.005,0.0,0.161,0.0,0.0
ENSG00000254030,0.002,0.004,0.006999999999999999,0.005,0.009000000000000001,0.003,0.001,0.006,0.066,0.003,0.0,0.276,0.005,0.0
ENSG00000254709,0.218,0.032,0.619,0.079,0.232,0.036000000000000004,0.031,0.059,0.254,0.024,0.041,14.748,0.07,0.181
ENSG00000256039,0.087,0.013,0.021,0.022,0.028,0.055,1.338,0.002,0.036000000000000004,0.309,3.79,0.021,0.035,0.0
ENSG00000256235,0.495,0.188,1.032,0.6940000000000001,0.017,0.62,0.643,0.331,0.038,0.049,0.028,0.242,0.073,0.0
ENSG00000256618,1.625,3.59,2.612,2.154,2.63,0.909,0.93,2.96,2.267,1.4680000000000002,0.69,1.453,1.879,1.42
ENSG00000257275,0.029,0.012,0.012,0.006999999999999999,0.026,0.028,0.021,0.019,0.373,0.029,0.031,0.008,0.023,0.0
ENSG00000257335,0.005,0.001,0.001,0.006999999999999999,0.001,0.002,0.004,0.001,0.006,0.001,0.0,0.171,0.001,0.0
ENSG00000257764,0.039,0.059,0.057,3.897,0.052000000000000005,0.06,0.058,1.4240000000000002,0.046,0.054000000000000006,0.047,0.106,0.078,0.0
ENSG00000258377,0.01,0.0,0.004,0.002,0.006,0.027000000000000003,0.037000000000000005,0.01,0.001,0.012,0.0,0.037000000000000005,0.01,0.0
ENSG00000258512,0.048,0.028,0.012,0.022,0.018000000000000002,0.47,0.355,0.005,0.033,0.272,0.213,0.026,0.443,0.0
ENSG00000259823,0.0,0.011,0.0,0.002,0.0,0.001,0.0,0.006999999999999999,0.0,0.005,0.0,0.062,0.001,0.009000000000000001
ENSG00000260314,0.004,0.15,0.018000000000000002,1.905,0.005,0.01,0.006999999999999999,0.943,0.001,0.003,0.009000000000000001,0.005,0.037000000000000005,0.0
ENSG00000261371,0.119,7.65,0.039,0.433,0.044,0.034,0.207,0.16,0.062,0.08,0.209,0.211,0.023,0.0
ENSG00000262202,0.71,0.481,0.209,0.835,0.07,0.358,0.62,0.7290000000000001,0.075,0.11,0.109,0.5660000000000001,0.138,0.0
ENSG00000262406,0.0,0.021,0.006,0.964,0.004,0.001,0.013,0.126,0.001,0.002,0.0,0.001,0.002,2.2880000000000003
ENSG00000263961,0.013,0.006999999999999999,0.017,0.016,0.197,0.01,0.015,0.029,0.17600000000000002,0.011,0.0,0.103,0.017,0.0
ENSG00000264745,0.02,0.018000000000000002,0.008,0.029,0.008,0.7090000000000001,0.203,0.012,0.029,0.14,0.0,0.058,0.156,0.0
ENSG00000265206,0.5589999999999999,0.038,0.04,0.46,0.583,0.246,0.395,0.9,0.388,0.116,0.059,0.106,0.233,0.0
ENSG00000266088,0.049,0.003,0.005,0.004,0.038,0.131,0.076,0.009000000000000001,0.171,0.091,0.017,0.011,0.039,0.0
ENSG00000266964,0.026,0.045,1.824,0.009000000000000001,0.057,0.029,0.02,0.006,0.039,0.053,0.009000000000000001,0.378,0.065,0.0
ENSG00000267107,0.008,3.936,0.017,0.006999999999999999,0.006,0.008,0.005,0.009000000000000001,0.006,0.003,0.012,0.006,0.023,0.0
ENSG00000267206,0.0,0.5589999999999999,0.002,0.0,0.0,0.001,0.001,0.0,0.002,0.001,0.0,0.001,0.001,0.0
ENSG00000267458,0.121,0.129,0.18600000000000005,0.184,0.051,0.064,0.09,0.202,0.053,0.04,0.04,0.122,0.066,0.0
ENSG00000267795,0.032,0.012,0.009000000000000001,0.039,0.012,0.019,0.015,0.017,0.012,0.035,0.08900000000000001,1.238,0.016,0.0
ENSG00000267858,0.092,0.018000000000000002,0.042,0.022,0.04,0.066,0.119,0.028,0.03,0.051,0.036000000000000004,0.047,0.037000000000000005,0.0
ENSG00000268027,0.28,0.065,0.03,0.044,0.198,0.36,0.391,0.025,0.377,0.232,0.153,0.198,0.342,0.0
ENSG00000268388,0.0,0.08,0.759,0.0,0.002,0.0,0.001,0.004,0.0,0.0,0.0,0.003,0.0,0.009000000000000001
ENSG00000268804,0.245,0.001,0.006,0.009000000000000001,0.028,0.041,0.06,0.011,0.091,0.015,0.015,0.006,0.006,0.0
ENSG00000269186,0.004,0.006999999999999999,1.1909999999999998,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.002,0.009000000000000001
ENSG00000269404,0.023,0.031,0.042,0.104,0.723,0.015,0.023,0.417,0.528,0.024,0.009000000000000001,0.061,0.025,0.053
ENSG00000269881,0.0,0.002,0.002,0.001,0.002,0.003,0.005,0.001,0.003,0.005,0.0,0.06,0.0,0.0
ENSG00000269927,0.568,0.034,0.032,0.258,0.016,0.325,0.5329999999999999,0.412,0.022,0.108,0.066,0.047,0.08800000000000001,0.0
ENSG00000270022,0.13,0.084,0.068,0.207,0.024,0.08,0.156,0.156,0.03,0.067,0.032,0.233,0.071,0.0
ENSG00000270164,0.027000000000000003,0.023,0.039,0.096,0.243,0.038,0.013,0.046,0.255,0.018000000000000002,0.015,0.312,0.132,0.0
ENSG00000270547,0.025,0.8140000000000001,0.0,0.004,0.005,0.012,0.01,0.004,0.012,0.016,0.024,0.006,0.009000000000000001,0.0
ENSG00000270550,0.0,0.011,0.012,0.012,0.006,0.008,0.009000000000000001,0.009000000000000001,0.011,0.005,0.0,0.11,0.006999999999999999,0.0
ENSG00000271503,22.224,0.642,0.5820000000000001,0.98,0.535,9.468,36.924,0.281,0.892,1.787,0.056,0.665,1.338,0.0
ENSG00000271933,0.025,0.008,0.02,0.008,0.004,0.019,0.017,0.011,0.006,0.011,0.0,0.013,0.026,0.0
ENSG00000272009,0.188,0.058,0.042,0.111,0.732,0.374,0.325,0.273,0.485,0.251,0.39,0.465,0.107,0.0
ENSG00000272256,0.589,0.044,0.032,0.047,0.114,0.392,0.477,0.059,0.147,0.277,0.195,0.096,0.247,0.0
ENSG00000272282,0.455,0.003,0.009000000000000001,0.003,0.002,0.02,0.125,0.0,0.006,0.012,0.0,0.004,0.004,0.0
ENSG00000272398,0.041,0.08900000000000001,0.184,0.056,1.62,0.008,0.013,0.037000000000000005,1.005,0.026,0.031,0.45,0.022,0.0
ENSG00000273160,0.28300000000000003,0.006999999999999999,0.006,0.004,0.006,0.067,0.06,0.004,0.009000000000000001,0.058,0.036000000000000004,0.006,0.209,0.0
ENSG00000273319,1.215,0.28,0.188,0.366,0.8590000000000001,3.032,2.696,0.723,0.511,0.784,0.251,0.487,2.499,0.0
ENSG00000273445,0.018000000000000002,0.01,0.008,0.026,0.035,0.456,0.252,0.008,0.034,0.424,0.043,0.043,0.8320000000000001,0.0
ENSG00000273802,0.08800000000000001,0.039,0.058,0.077,0.039,0.043,0.063,0.056,0.061,0.043,0.054000000000000006,0.583,0.06,0.0
ENSG00000274767,0.246,0.002,0.003,0.006,0.0,0.025,0.108,0.006,0.0,0.006,0.0,0.002,0.005,0.0
ENSG00000274961,0.0,0.006,0.006999999999999999,0.006,0.006999999999999999,0.1,0.043,0.008,0.03,0.107,0.027000000000000003,0.005,0.218,0.0
ENSG00000275063,0.002,0.004,0.015,0.006999999999999999,0.002,0.005,0.005,0.005,0.002,0.001,0.0,0.039,0.002,0.0
ENSG00000275302,126.117,1.196,1.7180000000000002,18.183,0.802,10.545,55.687,1.699,2.065,1.197,0.342,1.432,1.767,0.0
ENSG00000275385,0.018000000000000002,0.005,0.01,3.635,0.006,0.003,0.015,0.009000000000000001,0.006999999999999999,0.008,0.0,0.006,0.008,0.0
ENSG00000275395,0.037000000000000005,0.015,0.018000000000000002,0.02,0.015,0.022,0.024,0.021,0.023,0.036000000000000004,0.049,1.159,0.024,0.0
ENSG00000275896,0.011,0.015,0.196,0.028,0.019,0.021,0.018000000000000002,0.025,0.016,0.031,0.065,0.831,0.071,0.0
ENSG00000276070,17.986,0.349,0.334,9.252,0.195,2.181,11.553,1.494,0.34,0.232,0.079,0.292,0.4,0.0
ENSG00000276085,5.3870000000000005,0.08,0.049,8.667,0.04,0.269,1.435,1.058,0.041,0.033,0.013,0.102,0.036000000000000004,0.0
ENSG00000276216,0.308,0.056,0.096,0.815,0.08900000000000001,0.26,0.456,0.65,0.055,0.119,0.01,0.31,0.103,0.039
ENSG00000276409,0.0,0.947,0.0,0.004,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0
ENSG00000276900,0.119,0.233,0.06,0.21,0.062,0.107,0.117,0.238,0.08199999999999999,0.099,0.087,0.212,0.135,0.0
ENSG00000277089,0.431,0.005,0.01,0.08,0.003,0.01,0.079,0.004,0.015,0.004,0.0,0.006999999999999999,0.005,0.0
ENSG00000277443,0.033,1.734,2.135,2.247,0.894,0.018000000000000002,0.02,1.927,0.17,0.034,0.026,0.6890000000000001,0.021,0.0
ENSG00000277632,41.428,0.258,0.503,27.401,0.163,0.313,1.821,1.596,0.328,0.043,0.021,0.7879999999999999,0.08199999999999999,0.0
ENSG00000278002,0.684,0.079,0.081,0.229,0.102,0.245,0.489,0.265,0.141,0.294,0.203,0.353,0.245,0.0
ENSG00000278071,0.0,0.002,0.528,0.0,0.0,0.001,0.001,0.003,0.0,0.0,0.0,0.002,0.0,0.0
ENSG00000278196,0.029,0.009000000000000001,0.054000000000000006,0.019,0.043,0.006999999999999999,0.014,0.031,0.016,0.015,0.0,1.072,0.012,0.0
ENSG00000279110,0.011,0.675,0.012,0.005,0.005,0.013,0.018000000000000002,0.006999999999999999,0.014,0.011,0.091,0.039,0.012,0.0
ENSG00000280721,0.033,0.07400000000000001,0.179,0.091,0.011,0.17600000000000002,0.154,0.103,0.032,0.041,0.0,0.067,1.515,0.0
ENSG00000280927,0.056,0.02,0.017,0.022,0.017,0.028,0.037000000000000005,0.022,0.008,0.025,0.011,0.078,0.034,0.0
